confidence,detection Class,matched gt class,TP/FP,tp,fp,acc tp,acc fp,precesion,recall
0.917974,car,None,FP,0,1,39,17,0.6964285714285714,0.203125
0.9080554,car,car,TP,1,0,40,17,0.7017543859649122,0.20833333333333334
0.90563184,car,car,TP,1,0,41,17,0.7068965517241379,0.21354166666666666
0.90531725,car,car,TP,1,0,42,17,0.711864406779661,0.21875
0.90423346,car,car,TP,1,0,43,17,0.7166666666666667,0.22395833333333334
0.89518726,car,car,TP,1,0,44,17,0.7213114754098361,0.22916666666666666
0.8948996,car,None,FP,0,1,44,18,0.7096774193548387,0.22916666666666666
0.8806186,car,car,TP,1,0,45,18,0.7142857142857143,0.234375
0.8772234,car,car,TP,1,0,46,18,0.71875,0.23958333333333334
0.85753024,car,car,TP,1,0,47,18,0.7230769230769231,0.24479166666666666
0.85386527,car,car,TP,1,0,48,18,0.7272727272727273,0.25
0.8530633,car,car,TP,1,0,49,18,0.7313432835820896,0.2552083333333333
0.8496581,car,car,TP,1,0,50,18,0.7352941176470589,0.2604166666666667
0.84737223,car,car,TP,1,0,51,18,0.7391304347826086,0.265625
0.83829015,car,car,TP,1,0,52,18,0.7428571428571429,0.2708333333333333
0.8294175,car,car,TP,1,0,53,18,0.7464788732394366,0.2760416666666667
0.82737976,car,car,TP,1,0,54,18,0.75,0.28125
0.82165027,car,None,FP,0,1,54,19,0.7397260273972602,0.28125
0.799778,car,None,FP,0,1,54,20,0.7297297297297297,0.28125
0.78939056,car,None,FP,0,1,54,21,0.72,0.28125
0.78312385,car,car,TP,1,0,55,21,0.7236842105263158,0.2864583333333333
0.7806349,car,car,TP,1,0,56,21,0.7272727272727273,0.2916666666666667
0.77040726,car,car,TP,1,0,57,21,0.7307692307692307,0.296875
0.7523909,car,car,TP,1,0,58,21,0.7341772151898734,0.3020833333333333
0.73798597,car,car,TP,1,0,59,21,0.7375,0.3072916666666667
0.6810467,car,car,TP,1,0,60,21,0.7407407407407407,0.3125
0.6795204,car,None,FP,0,1,60,22,0.7317073170731707,0.3125
0.67092,car,None,FP,0,1,60,23,0.7228915662650602,0.3125
0.6659181,car,None,FP,0,1,60,24,0.7142857142857143,0.3125
0.611989,car,car,TP,1,0,61,24,0.7176470588235294,0.3177083333333333
0.59273267,car,car,TP,1,0,62,24,0.7209302325581395,0.3229166666666667
0.5925438,car,None,FP,0,1,62,25,0.7126436781609196,0.3229166666666667
0.5921474,car,None,FP,0,1,62,26,0.7045454545454546,0.3229166666666667
0.59185874,car,None,FP,0,1,62,27,0.6966292134831461,0.3229166666666667
0.5882768,car,None,FP,0,1,62,28,0.6888888888888889,0.3229166666666667
0.56986666,car,car,TP,1,0,63,28,0.6923076923076923,0.328125
0.5694781,car,None,FP,0,1,63,29,0.6847826086956522,0.328125
0.568995,car,car,TP,1,0,64,29,0.6881720430107527,0.3333333333333333
0.5464155,car,car,TP,1,0,65,29,0.6914893617021277,0.3385416666666667
0.5435268,car,None,FP,0,1,65,30,0.6842105263157895,0.3385416666666667
0.5273309,car,car,TP,1,0,66,30,0.6875,0.34375
0.5151533,car,None,FP,0,1,66,31,0.6804123711340206,0.34375
0.5081402,car,car,TP,1,0,67,31,0.6836734693877551,0.3489583333333333
0.46826333,car,car,TP,1,0,68,31,0.6868686868686869,0.3541666666666667
0.46625933,car,None,FP,0,1,68,32,0.68,0.3541666666666667
0.4592067,car,None,FP,0,1,68,33,0.6732673267326733,0.3541666666666667
0.44611076,car,None,FP,0,1,68,34,0.6666666666666666,0.3541666666666667
0.4232582,car,None,FP,0,1,68,35,0.6601941747572816,0.3541666666666667
0.42079428,car,None,FP,0,1,68,36,0.6538461538461539,0.3541666666666667
0.4180889,car,car,TP,1,0,69,36,0.6571428571428571,0.359375
0.39598694,car,car,TP,1,0,70,36,0.660377358490566,0.3645833333333333
0.39051455,car,car,TP,1,0,71,36,0.6635514018691588,0.3697916666666667
0.37948382,car,None,FP,0,1,71,37,0.6574074074074074,0.3697916666666667
0.36740127,car,None,FP,0,1,71,38,0.6513761467889908,0.3697916666666667
0.362596,car,None,FP,0,1,71,39,0.6454545454545455,0.3697916666666667
0.36015463,car,None,FP,0,1,71,40,0.6396396396396397,0.3697916666666667
0.3552307,car,None,FP,0,1,71,41,0.6339285714285714,0.3697916666666667
0.3501506,car,None,FP,0,1,71,42,0.6283185840707964,0.3697916666666667
0.34872988,car,None,FP,0,1,71,43,0.6228070175438597,0.3697916666666667
0.33562094,car,None,FP,0,1,71,44,0.6173913043478261,0.3697916666666667
0.32822236,car,None,FP,0,1,71,45,0.6120689655172413,0.3697916666666667
0.3081642,car,None,FP,0,1,71,46,0.6068376068376068,0.3697916666666667
0.30738625,car,None,FP,0,1,71,47,0.6016949152542372,0.3697916666666667
0.2987905,car,None,FP,0,1,71,48,0.5966386554621849,0.3697916666666667
0.2925867,car,None,FP,0,1,71,49,0.5916666666666667,0.3697916666666667
0.2846854,car,car,TP,1,0,72,49,0.5950413223140496,0.375
0.26727664,car,None,FP,0,1,72,50,0.5901639344262295,0.375
0.24457316,car,None,FP,0,1,72,51,0.5853658536585366,0.375
0.2430945,car,None,FP,0,1,72,52,0.5806451612903226,0.375
0.24131715,car,None,FP,0,1,72,53,0.576,0.375
0.2371327,car,None,FP,0,1,72,54,0.5714285714285714,0.375
0.23389739,car,None,FP,0,1,72,55,0.5669291338582677,0.375
0.22443932,car,None,FP,0,1,72,56,0.5625,0.375
0.224073,car,None,FP,0,1,72,57,0.5581395348837209,0.375
0.20968746,car,None,FP,0,1,72,58,0.5538461538461539,0.375
0.20952596,car,None,FP,0,1,72,59,0.549618320610687,0.375
0.20730405,car,None,FP,0,1,72,60,0.5454545454545454,0.375
0.20501328,car,None,FP,0,1,72,61,0.5413533834586466,0.375
0.20485875,car,None,FP,0,1,72,62,0.5373134328358209,0.375
0.20189616,car,car,TP,1,0,73,62,0.5407407407407407,0.3802083333333333
0.2011419,car,None,FP,0,1,73,63,0.5367647058823529,0.3802083333333333
0.1943608,car,None,FP,0,1,73,64,0.5328467153284672,0.3802083333333333
0.19039623,car,None,FP,0,1,73,65,0.5289855072463768,0.3802083333333333
0.1894502,car,None,FP,0,1,73,66,0.5251798561151079,0.3802083333333333
0.18703717,car,None,FP,0,1,73,67,0.5214285714285715,0.3802083333333333
0.18381445,car,None,FP,0,1,73,68,0.5177304964539007,0.3802083333333333
0.18177672,car,None,FP,0,1,73,69,0.5140845070422535,0.3802083333333333
0.18061455,car,car,TP,1,0,74,69,0.5174825174825175,0.3854166666666667
0.18023087,car,None,FP,0,1,74,70,0.5138888888888888,0.3854166666666667
0.17947343,car,None,FP,0,1,74,71,0.5103448275862069,0.3854166666666667
0.1765687,car,None,FP,0,1,74,72,0.5068493150684932,0.3854166666666667
0.17340848,car,None,FP,0,1,74,73,0.5034013605442177,0.3854166666666667
0.17226426,car,None,FP,0,1,74,74,0.5,0.3854166666666667
0.1710667,car,None,FP,0,1,74,75,0.4966442953020134,0.3854166666666667
0.17098667,car,None,FP,0,1,74,76,0.49333333333333335,0.3854166666666667
0.1705952,car,None,FP,0,1,74,77,0.4900662251655629,0.3854166666666667
0.16898768,car,None,FP,0,1,74,78,0.4868421052631579,0.3854166666666667
0.1689121,car,None,FP,0,1,74,79,0.48366013071895425,0.3854166666666667
0.16878739,car,None,FP,0,1,74,80,0.4805194805194805,0.3854166666666667
0.16708986,car,None,FP,0,1,74,81,0.4774193548387097,0.3854166666666667
0.16506834,car,None,FP,0,1,74,82,0.47435897435897434,0.3854166666666667
0.16343963,car,None,FP,0,1,74,83,0.4713375796178344,0.3854166666666667
0.16298375,car,None,FP,0,1,74,84,0.46835443037974683,0.3854166666666667
0.16180462,car,None,FP,0,1,74,85,0.46540880503144655,0.3854166666666667
0.16104499,car,car,TP,1,0,75,85,0.46875,0.390625
0.16068521,car,car,TP,1,0,76,85,0.4720496894409938,0.3958333333333333
0.15954785,car,None,FP,0,1,76,86,0.4691358024691358,0.3958333333333333
0.15671746,car,car,TP,1,0,77,86,0.4723926380368098,0.4010416666666667
0.15663518,car,None,FP,0,1,77,87,0.4695121951219512,0.4010416666666667
0.15350118,car,None,FP,0,1,77,88,0.4666666666666667,0.4010416666666667
0.15320772,car,None,FP,0,1,77,89,0.463855421686747,0.4010416666666667
0.15309012,car,None,FP,0,1,77,90,0.46107784431137727,0.4010416666666667
0.15253627,car,None,FP,0,1,77,91,0.4583333333333333,0.4010416666666667
0.14650713,car,None,FP,0,1,77,92,0.4556213017751479,0.4010416666666667
0.14531681,car,None,FP,0,1,77,93,0.45294117647058824,0.4010416666666667
0.14485405,car,None,FP,0,1,77,94,0.4502923976608187,0.4010416666666667
0.14456877,car,None,FP,0,1,77,95,0.4476744186046512,0.4010416666666667
0.14429316,car,None,FP,0,1,77,96,0.44508670520231214,0.4010416666666667
0.1433799,car,None,FP,0,1,77,97,0.4425287356321839,0.4010416666666667
0.14291711,car,None,FP,0,1,77,98,0.44,0.4010416666666667
0.14195152,car,None,FP,0,1,77,99,0.4375,0.4010416666666667
0.14167427,car,None,FP,0,1,77,100,0.4350282485875706,0.4010416666666667
0.14092295,car,None,FP,0,1,77,101,0.43258426966292135,0.4010416666666667
0.1384463,car,None,FP,0,1,77,102,0.4301675977653631,0.4010416666666667
0.1383118,car,None,FP,0,1,77,103,0.42777777777777776,0.4010416666666667
0.13631754,car,None,FP,0,1,77,104,0.425414364640884,0.4010416666666667
0.13616873,car,None,FP,0,1,77,105,0.4230769230769231,0.4010416666666667
0.13568737,car,None,FP,0,1,77,106,0.4207650273224044,0.4010416666666667
0.1355872,car,None,FP,0,1,77,107,0.41847826086956524,0.4010416666666667
0.135186,car,None,FP,0,1,77,108,0.41621621621621624,0.4010416666666667
0.13413608,car,None,FP,0,1,77,109,0.41397849462365593,0.4010416666666667
0.13072345,car,None,FP,0,1,77,110,0.4117647058823529,0.4010416666666667
0.13038762,car,None,FP,0,1,77,111,0.4095744680851064,0.4010416666666667
0.13005133,car,None,FP,0,1,77,112,0.4074074074074074,0.4010416666666667
0.12904854,car,None,FP,0,1,77,113,0.4052631578947368,0.4010416666666667
0.12871991,car,None,FP,0,1,77,114,0.4031413612565445,0.4010416666666667
0.12824683,car,None,FP,0,1,77,115,0.4010416666666667,0.4010416666666667
0.12818252,car,None,FP,0,1,77,116,0.39896373056994816,0.4010416666666667
0.12796612,car,None,FP,0,1,77,117,0.39690721649484534,0.4010416666666667
0.1269318,car,None,FP,0,1,77,118,0.39487179487179486,0.4010416666666667
0.12686522,car,None,FP,0,1,77,119,0.39285714285714285,0.4010416666666667
0.12683372,car,None,FP,0,1,77,120,0.39086294416243655,0.4010416666666667
0.12574692,car,None,FP,0,1,77,121,0.3888888888888889,0.4010416666666667
0.12529956,car,None,FP,0,1,77,122,0.3869346733668342,0.4010416666666667
0.124782376,car,None,FP,0,1,77,123,0.385,0.4010416666666667
0.124610186,car,None,FP,0,1,77,124,0.38308457711442784,0.4010416666666667
0.12391067,car,None,FP,0,1,77,125,0.3811881188118812,0.4010416666666667
0.12366846,car,None,FP,0,1,77,126,0.3793103448275862,0.4010416666666667
0.12335249,car,None,FP,0,1,77,127,0.37745098039215685,0.4010416666666667
0.12326914,car,None,FP,0,1,77,128,0.375609756097561,0.4010416666666667
0.12325942,car,None,FP,0,1,77,129,0.3737864077669903,0.4010416666666667
0.12309478,car,None,FP,0,1,77,130,0.3719806763285024,0.4010416666666667
0.12303686,car,None,FP,0,1,77,131,0.3701923076923077,0.4010416666666667
0.12299258,car,None,FP,0,1,77,132,0.3684210526315789,0.4010416666666667
0.12238319,car,None,FP,0,1,77,133,0.36666666666666664,0.4010416666666667
0.12211932,car,None,FP,0,1,77,134,0.36492890995260663,0.4010416666666667
0.12205915,car,None,FP,0,1,77,135,0.3632075471698113,0.4010416666666667
0.12198009,car,None,FP,0,1,77,136,0.3615023474178404,0.4010416666666667
0.12170622,car,None,FP,0,1,77,137,0.3598130841121495,0.4010416666666667
0.12164299,car,None,FP,0,1,77,138,0.3581395348837209,0.4010416666666667
0.1212197,car,None,FP,0,1,77,139,0.35648148148148145,0.4010416666666667
0.11954573,car,None,FP,0,1,77,140,0.3548387096774194,0.4010416666666667
0.119245015,car,None,FP,0,1,77,141,0.3532110091743119,0.4010416666666667
0.118893124,car,None,FP,0,1,77,142,0.3515981735159817,0.4010416666666667
0.11863765,car,None,FP,0,1,77,143,0.35,0.4010416666666667
0.11848689,car,None,FP,0,1,77,144,0.34841628959276016,0.4010416666666667
0.11802706,car,None,FP,0,1,77,145,0.34684684684684686,0.4010416666666667
0.117699936,car,None,FP,0,1,77,146,0.3452914798206278,0.4010416666666667
0.11746956,car,None,FP,0,1,77,147,0.34375,0.4010416666666667
0.11612501,car,None,FP,0,1,77,148,0.3422222222222222,0.4010416666666667
0.115994014,car,None,FP,0,1,77,149,0.3407079646017699,0.4010416666666667
0.11575649,car,None,FP,0,1,77,150,0.3392070484581498,0.4010416666666667
0.11561456,car,None,FP,0,1,77,151,0.33771929824561403,0.4010416666666667
0.11554849,car,None,FP,0,1,77,152,0.33624454148471616,0.4010416666666667
0.11437222,car,None,FP,0,1,77,153,0.3347826086956522,0.4010416666666667
0.11426001,car,None,FP,0,1,77,154,0.3333333333333333,0.4010416666666667
0.11400011,car,None,FP,0,1,77,155,0.33189655172413796,0.4010416666666667
0.11388756,car,None,FP,0,1,77,156,0.33047210300429186,0.4010416666666667
0.11348593,car,None,FP,0,1,77,157,0.32905982905982906,0.4010416666666667
0.1134739,car,None,FP,0,1,77,158,0.3276595744680851,0.4010416666666667
0.11162438,car,None,FP,0,1,77,159,0.326271186440678,0.4010416666666667
0.11105423,car,None,FP,0,1,77,160,0.32489451476793246,0.4010416666666667
0.110928304,car,None,FP,0,1,77,161,0.3235294117647059,0.4010416666666667
0.11070184,car,None,FP,0,1,77,162,0.32217573221757323,0.4010416666666667
0.11032892,car,None,FP,0,1,77,163,0.32083333333333336,0.4010416666666667
0.10972017,car,None,FP,0,1,77,164,0.31950207468879666,0.4010416666666667
0.10951453,car,None,FP,0,1,77,165,0.3181818181818182,0.4010416666666667
0.10951014,car,car,TP,1,0,78,165,0.32098765432098764,0.40625
0.10940351,car,None,FP,0,1,78,166,0.319672131147541,0.40625
0.10927342,car,None,FP,0,1,78,167,0.3183673469387755,0.40625
0.10921374,car,None,FP,0,1,78,168,0.3170731707317073,0.40625
0.10878668,car,None,FP,0,1,78,169,0.3157894736842105,0.40625
0.10828236,car,None,FP,0,1,78,170,0.31451612903225806,0.40625
0.1078267,car,None,FP,0,1,78,171,0.3132530120481928,0.40625
0.10772527,car,None,FP,0,1,78,172,0.312,0.40625
0.10765297,car,None,FP,0,1,78,173,0.3107569721115538,0.40625
0.10693967,car,None,FP,0,1,78,174,0.30952380952380953,0.40625
0.106405504,car,None,FP,0,1,78,175,0.308300395256917,0.40625
0.10638535,car,None,FP,0,1,78,176,0.30708661417322836,0.40625
0.106203504,car,None,FP,0,1,78,177,0.3058823529411765,0.40625
0.10602977,car,None,FP,0,1,78,178,0.3046875,0.40625
0.10574432,car,None,FP,0,1,78,179,0.3035019455252918,0.40625
0.10572886,car,None,FP,0,1,78,180,0.3023255813953488,0.40625
0.10559589,car,None,FP,0,1,78,181,0.30115830115830117,0.40625
0.1055582,car,None,FP,0,1,78,182,0.3,0.40625
0.1049523,car,None,FP,0,1,78,183,0.2988505747126437,0.40625
0.10474821,car,None,FP,0,1,78,184,0.29770992366412213,0.40625
0.104532756,car,None,FP,0,1,78,185,0.2965779467680608,0.40625
0.104390316,car,None,FP,0,1,78,186,0.29545454545454547,0.40625
0.10437202,car,None,FP,0,1,78,187,0.2943396226415094,0.40625
0.104104005,car,None,FP,0,1,78,188,0.2932330827067669,0.40625
0.10405523,car,None,FP,0,1,78,189,0.29213483146067415,0.40625
0.103841595,car,None,FP,0,1,78,190,0.291044776119403,0.40625
0.10364432,car,None,FP,0,1,78,191,0.2899628252788104,0.40625
0.1031107,car,None,FP,0,1,78,192,0.28888888888888886,0.40625
0.10259465,car,None,FP,0,1,78,193,0.2878228782287823,0.40625
0.102566704,car,None,FP,0,1,78,194,0.2867647058823529,0.40625
0.10251146,car,None,FP,0,1,78,195,0.2857142857142857,0.40625
0.10238206,car,None,FP,0,1,78,196,0.2846715328467153,0.40625
0.10161391,car,None,FP,0,1,78,197,0.28363636363636363,0.40625
0.10159486,car,None,FP,0,1,78,198,0.2826086956521739,0.40625
0.10133657,car,None,FP,0,1,78,199,0.2815884476534296,0.40625
0.101196095,car,None,FP,0,1,78,200,0.2805755395683453,0.40625
0.101030424,car,None,FP,0,1,78,201,0.27956989247311825,0.40625
0.10102226,car,None,FP,0,1,78,202,0.2785714285714286,0.40625
0.100618735,car,None,FP,0,1,78,203,0.2775800711743772,0.40625
0.10007385,car,None,FP,0,1,78,204,0.2765957446808511,0.40625
